,Name,PDGANumber,Division,EventTour,TopEight,TopSixteen,TopThirtyTwo,AverageFinish,SilverSeriesStops,EliteSeriesStops,PDPTStops,NTStopsBeforeMCO
1370,Zak Fortuna,39518,MPO,DGPT,0,0,0,307.468,0,1,0,0
1371,Jason Sosnowski,39562,MPO,DGPT,0,0,0,307.468,0,1,0,0
1372,Nate Corder,44800,MPO,DGPT,0,0,0,307.468,0,1,0,0
1373,Jason Lynn,46394,MPO,DGPT,0,0,0,307.468,0,1,0,0
1374,Ben Creger,49717,MPO,DGPT,0,0,0,307.468,0,1,0,0
1375,Austin Turner,54049,MPO,DGPT,0,0,0,83.655,0,1,0,0
1376,Layne Martin,54301,MPO,DGPT,0,0,0,307.468,0,1,0,0
1377,Andrew Martin,54302,MPO,DGPT,0,0,0,198.163,0,1,0,0
1378,Skyler Stoker,59861,MPO,DGPT,0,0,0,307.468,0,1,0,0
1379,Matt Clark,70605,MPO,DGPT,0,0,0,307.468,0,1,0,0
1380,Cameron Benak,74356,MPO,DGPT,0,0,0,307.468,0,1,0,0
1381,Albert Tamm,76669,MPO,DGPT,0,0,0,60.634,0,4,0,0
1382,Sean McCoy,79833,MPO,DGPT,0,0,0,307.468,0,1,0,0
1383,Noah Moorehouse,84626,MPO,DGPT,0,0,0,307.468,0,1,0,0
1384,Nolan Ramser,90461,MPO,DGPT,0,0,0,221.098,0,2,0,0
1385,Corey Selig,100561,MPO,DGPT,0,0,0,307.468,0,1,0,0
1386,Luke Taylor,102119,MPO,DGPT,0,0,0,99.717,0,1,0,0
1387,Mike Dabkowski,108471,MPO,DGPT,0,0,0,307.468,0,1,0,0
1388,Cody Sears,122121,MPO,DGPT,0,0,0,307.468,0,1,0,0
1389,Dana Vicich,26228,MPO,DGPT,0,0,0,307.468,0,1,0,0
1390,Brian Cook,36931,MPO,DGPT,0,0,0,307.468,0,1,0,0
1391,Brandon Parsons,37724,MPO,DGPT,0,0,0,307.468,0,1,0,0
1392,Chase Estep,41455,MPO,DGPT,0,0,0,270.439,1,1,0,0
1393,Robert Lockwood,42236,MPO,DGPT,0,0,0,162.814,1,1,0,0
1394,Corbin Higdon,42915,MPO,DGPT,0,0,0,307.468,0,1,0,0
1395,Cory Dawkins,43850,MPO,DGPT,0,0,0,270.439,1,1,0,0
1396,Mathew Owens,48643,MPO,DGPT,0,0,0,270.439,1,1,0,0
1397,Luis Nava,50383,MPO,DGPT,0,0,0,173.71,1,1,0,0
1398,Andrew Nava,52403,MPO,DGPT,0,0,0,171.881,1,1,0,0
1399,Justin Anderson,55776,MPO,DGPT,0,0,0,186.288,1,1,0,0
1400,Bryan Van Fleet,56167,MPO,DGPT,0,0,0,307.468,0,1,0,0
1401,Liam Stott,60044,MPO,DGPT,0,0,0,307.468,0,1,0,0
1402,Erik Hayworth,63399,MPO,DGPT,0,0,0,307.468,0,1,0,0
1403,Matt Jackson,67783,MPO,DGPT,0,0,0,132.469,1,1,0,0
1404,D.J. Herrington,71239,MPO,DGPT,0,0,0,212.044,1,1,0,0
1405,Jacob Dills,71769,MPO,DGPT,0,0,0,270.439,1,1,0,0
1406,Michael Jordt,77562,MPO,DGPT,0,0,0,307.468,0,1,0,0
1407,Taylor Coulam,89542,MPO,DGPT,0,0,0,270.439,1,1,0,0
1408,James Hafer,90762,MPO,DGPT,0,0,0,307.468,0,1,0,0
1409,Grant Barr,103223,MPO,DGPT,0,0,0,307.468,0,1,0,0
1410,Zachary Todd,111006,MPO,DGPT,0,0,0,270.439,1,1,0,0
1411,Kenny Shelton,112835,MPO,DGPT,0,0,0,270.439,1,1,0,0
1412,Kirby Snyder,115165,MPO,DGPT,0,0,0,186.288,1,1,0,0
1413,Maxwell Wolckenhauer,143625,MPO,DGPT,0,0,0,307.468,0,1,0,0
1414,Shawn Persing,153081,MPO,DGPT,0,0,0,307.468,0,1,0,0
1415,Brian Walli,18720,MPO,DGPT,0,0,0,307.468,0,1,0,0
1416,Mike Gerads,23148,MPO,DGPT,0,0,0,307.468,0,1,0,0
1417,Dustin Honold,24275,MPO,DGPT,0,0,0,307.468,0,1,0,0
1418,Tyler Liebman,24981,MPO,DGPT,0,0,0,307.468,0,1,0,0
1419,Daniel Polk,27276,MPO,DGPT,0,0,0,307.468,0,1,0,0
1420,Benjamin Peterson,27436,MPO,DGPT,0,0,0,307.468,0,1,0,0
1421,Joe Hegge,29449,MPO,DGPT,0,0,0,307.468,0,1,0,0
1422,Dan Beto,31408,MPO,DGPT,0,0,0,307.468,0,1,0,0
1423,Chris Hall,41569,MPO,DGPT,0,0,0,307.468,0,1,0,0
1424,Ben Kroll,42963,MPO,DGPT,0,0,0,307.468,0,1,0,0
1425,Mitchell Privette,44938,MPO,DGPT,0,0,0,307.468,0,1,0,0
1426,Collin Bailey,52115,MPO,DGPT,0,0,0,307.468,0,1,0,0
1427,Tony Candyarms Cahill,53637,MPO,DGPT,0,0,0,307.468,0,1,0,0
1428,Timothy T3J Johnson Jr,59661,MPO,DGPT,0,0,0,307.468,0,1,0,0
1429,Kelly Kunze,66491,MPO,DGPT,0,0,0,307.468,0,1,0,0
1430,Zack Gray,79604,MPO,DGPT,0,0,0,307.468,0,1,0,0
1431,Jeremy Sneeden,81943,MPO,DGPT,0,0,0,307.468,0,1,0,0
1432,Ryan Sheldon,87836,MPO,DGPT,0,0,0,307.468,0,1,0,0
1433,Logan Olesen,93730,MPO,DGPT,0,0,0,307.468,0,1,0,0
1434,Clinton Rihn,95555,MPO,DGPT,0,0,0,307.468,0,1,0,0
1435,Tommy Sheridan,104990,MPO,DGPT,0,0,0,307.468,0,1,0,0
1436,Deryck Lawson,112697,MPO,DGPT,0,0,0,221.098,0,2,0,0
1437,Jonny Twofingers Estes,118086,MPO,DGPT,0,0,0,221.098,0,2,0,0
1438,Will Bratzel,121858,MPO,DGPT,0,0,0,307.468,0,1,0,0
1439,Peter Calabrese,137471,MPO,DGPT,0,0,0,307.468,0,1,0,0
1440,Gary Costa,10298,MPO,DGPT,0,0,0,303.772,0,1,0,0
1441,Matthew Blakely,15410,MPO,DGPT,0,0,0,273.657,0,1,0,0
1442,Devin Frederick,16287,MPO,DGPT,0,0,0,247.432,0,1,0,0
1443,Kris Orrick,20020,MPO,DGPT,0,0,0,236.601,0,1,0,0
1444,Nicholas Long,24469,MPO,DGPT,0,0,0,302.665,0,1,0,0
1445,A.J. Risley,25890,MPO,DGPT,0,0,0,301.841,0,1,0,0
1446,Cyrus Fuhrman,30655,MPO,DGPT,0,0,0,249.865,0,1,0,0
1447,CJ King,37832,MPO,DGPT,0,0,0,292.094,0,1,0,0
1448,Bryan Gort,41920,MPO,DGPT,0,0,0,305.967,0,1,0,0
1449,Tony Moe Reiss,47136,MPO,DGPT,0,0,0,290.783,0,1,0,0
1450,Calvin Caldwell,50024,MPO,DGPT,0,0,0,301.865,0,1,0,0
1451,Anthony Anselmo,56579,MPO,DGPT,0,0,0,285.803,0,1,0,0
1452,Ben Clark,62521,MPO,DGPT,0,0,0,306.588,0,1,0,0
1453,Noah Osborne,77277,MPO,DGPT,0,0,0,258.889,0,1,0,0
1454,Sean Goddard,86949,MPO,DGPT,0,0,0,243.68,0,1,0,0
1455,Kevin Mosteller,100747,MPO,DGPT,0,0,0,307.053,0,1,0,0
1456,Trey Martin,102965,MPO,DGPT,0,0,0,303.722,0,1,0,0
1457,Shaun Kirk,33030,MPO,DGPT,0,0,0,550.0,1,0,0,0
1458,Dare Sunnes,33963,MPO,DGPT,0,0,0,173.71,1,0,0,0
1459,Mike Ward,36593,MPO,DGPT,0,0,0,550.0,1,0,0,0
1460,Justin Joers,45713,MPO,DGPT,0,0,0,189.34,1,0,0,0
1461,Dillon Hunt,46155,MPO,DGPT,0,0,0,536.0,1,0,0,0
1462,Michael Grummert,46227,MPO,DGPT,0,0,0,550.0,1,0,0,0
1463,Travis Head,47837,MPO,DGPT,0,0,0,536.0,1,0,0,0
1464,Dallas Brown,49310,MPO,DGPT,0,0,0,550.0,1,0,0,0
1465,Page Jenkins,50298,MPO,DGPT,0,0,0,550.0,1,0,0,0
1466,John Bellman,52999,MPO,DGPT,0,0,0,221.098,1,0,0,0
1467,Brad Smethers,53569,MPO,DGPT,0,0,0,550.0,1,0,0,0
1468,Ryan Tech,54860,MPO,DGPT,0,0,0,550.0,1,0,0,0
1469,Brad Hummel,56137,MPO,DGPT,0,0,0,550.0,1,0,0,0
1470,Bryan Peterson,59398,MPO,DGPT,0,0,0,550.0,1,0,0,0
1471,Aaron DeVries,62322,MPO,DGPT,0,0,0,550.0,1,0,0,0
1472,Dallas Trower,64209,MPO,DGPT,0,0,0,550.0,1,0,0,0
1473,Ryan Robinson,66977,MPO,DGPT,0,0,0,550.0,1,0,0,0
1474,Jesse Bickley,68357,MPO,DGPT,0,0,0,532.0,1,0,0,0
1475,Ian Blake,69689,MPO,DGPT,0,0,0,550.0,1,0,0,0
1476,Jon Youngbar,70055,MPO,DGPT,0,0,0,550.0,1,0,0,0
1477,Jason Hardin Jr,73346,MPO,DGPT,0,0,0,170.874,1,0,0,0
1478,Tim Mitchell,75158,MPO,DGPT,0,0,0,550.0,1,0,0,0
1479,Jebediah Anderson,75923,MPO,DGPT,0,0,0,550.0,1,0,0,0
1480,Justin Roscoe,77692,MPO,DGPT,0,0,0,550.0,1,0,0,0
1481,Curtis Ferrill,86409,MPO,DGPT,0,0,0,532.0,1,0,0,0
1482,Brandon Bosworth,93625,MPO,DGPT,0,0,0,550.0,1,0,0,0
1483,Dustin Hummel,94176,MPO,DGPT,0,0,0,550.0,1,0,0,0
1484,Tanner Dorner,97178,MPO,DGPT,0,0,0,550.0,1,0,0,0
1485,Trevor Snyder,102057,MPO,DGPT,0,0,0,550.0,1,0,0,0
1486,Ian Puckett,105714,MPO,DGPT,0,0,0,550.0,1,0,0,0
1487,Joe Nelson,107429,MPO,DGPT,0,0,0,550.0,1,0,0,0
1488,Micah Morehead,107430,MPO,DGPT,0,0,0,267.403,1,0,0,0
1489,Juan Perez,108046,MPO,DGPT,0,0,0,550.0,1,0,0,0
1490,Sean Martin,111104,MPO,DGPT,0,0,0,550.0,1,0,0,0
1491,Colin Bebee,112590,MPO,DGPT,0,0,0,550.0,1,0,0,0
1492,Jacob Velasco,118010,MPO,DGPT,0,0,0,550.0,1,0,0,0
1493,James Morse,122072,MPO,DGPT,0,0,0,550.0,1,0,0,0
1494,Josiah Nelson,122969,MPO,DGPT,0,0,0,221.098,1,0,0,0
1495,Lucas Stoneman,126746,MPO,DGPT,0,0,0,550.0,1,0,0,0
1496,Francis Adzima,128226,MPO,DGPT,0,0,0,550.0,1,0,0,0
1497,Zachary Crist,132070,MPO,DGPT,0,0,0,550.0,1,0,0,0
1498,David Konoplev,134053,MPO,DGPT,0,0,0,550.0,1,0,0,0
1499,Casey Blum,149444,MPO,DGPT,0,0,0,550.0,1,0,0,0
1500,Curtis Moroni,151295,MPO,DGPT,0,0,0,550.0,1,0,0,0
1501,Nik Elliott,151998,MPO,DGPT,0,0,0,550.0,1,0,0,0
1502,Phil Schmidt,160340,MPO,DGPT,0,0,0,550.0,1,0,0,0
1503,Jeff Harper,2968,MPO,DGPT,0,0,0,307.468,0,1,0,0
1504,Jason Steffen,4113,MPO,DGPT,0,0,0,307.468,0,1,0,0
1505,Jon Drummond,7350,MPO,DGPT,0,0,0,307.468,0,1,0,0
1506,Alex Springman,20124,MPO,DGPT,0,0,0,307.468,0,1,0,0
1507,Fred Smith,20578,MPO,DGPT,0,0,0,307.468,0,1,0,0
1508,Hans Coleman,21416,MPO,DGPT,0,0,0,307.468,0,1,0,0
1509,Trent Tinlin,23187,MPO,DGPT,0,0,0,307.468,0,1,0,0
1510,Craig Land,30154,MPO,DGPT,0,0,0,307.468,0,1,0,0
1511,Zach Moses,41351,MPO,DGPT,0,0,0,307.468,0,1,0,0
1512,Todd Appleby,45650,MPO,DGPT,0,0,0,307.468,0,1,0,0
1513,Luke Kemna,45876,MPO,DGPT,0,0,0,307.468,0,1,0,0
1514,Robert Utterback,46376,MPO,DGPT,0,0,0,307.468,0,1,0,0
1515,Ryan Anderson,50038,MPO,DGPT,0,0,0,307.468,0,1,0,0
1516,Rod Reiter,51499,MPO,DGPT,0,0,0,307.468,0,1,0,0
1517,Justin Done,51748,MPO,DGPT,0,0,0,307.468,0,1,0,0
1518,Josh King,53888,MPO,DGPT,0,0,0,307.468,0,1,0,0
1519,Finlay Buchanan-Jacobs,55953,MPO,DGPT,0,0,0,307.468,0,1,0,0
1520,Cody Bartlett,59798,MPO,DGPT,0,0,0,307.468,0,1,0,0
1521,Joe Luloff,59990,MPO,DGPT,0,0,0,307.468,0,1,0,0
1522,Chris Sutherland,61067,MPO,DGPT,0,0,0,307.468,0,1,0,0
1523,Bradley Levendosky Jr,62190,MPO,DGPT,0,0,0,307.468,0,1,0,0
1524,David O'Meara,66276,MPO,DGPT,0,0,0,198.163,0,1,0,0
1525,Carlin Goza,66687,MPO,DGPT,0,0,0,307.468,0,1,0,0
1526,Jordan Renzelman,73362,MPO,DGPT,0,0,0,307.468,0,1,0,0
1527,Aaron Swander,75296,MPO,DGPT,0,0,0,307.468,0,1,0,0
1528,Thomas Malone,75420,MPO,DGPT,0,0,0,307.468,0,1,0,0
1529,Silas Schultz,79047,MPO,DGPT,0,0,0,103.209,0,1,0,0
1530,Sean Gilbert,80208,MPO,DGPT,0,0,0,307.468,0,1,0,0
1531,David Bartlett,86010,MPO,DGPT,0,0,0,307.468,0,1,0,0
1532,Victor Baccam,87879,MPO,DGPT,0,0,0,307.468,0,1,0,0
1533,Dylan Hillberg,88262,MPO,DGPT,0,0,0,307.468,0,1,0,0
1534,Josiah O'Polka,88979,MPO,DGPT,0,0,0,142.648,0,1,0,0
1535,Nathan Broekemeier,90286,MPO,DGPT,0,0,0,307.468,0,1,0,0
1536,Hayden Kujala,92973,MPO,DGPT,0,0,0,307.468,0,1,0,0
1537,Spencer Donegan,105962,MPO,DGPT,0,0,0,307.468,0,1,0,0
1538,Darton Potts,111162,MPO,DGPT,0,0,0,307.468,0,1,0,0
1539,Judd Baer,111999,MPO,DGPT,0,0,0,307.468,0,1,0,0
1540,Garrett Warren,118119,MPO,DGPT,0,0,0,307.468,0,1,0,0
1541,Trevor Hastert,118592,MPO,DGPT,0,0,0,307.468,0,1,0,0
1542,Alex Derr,120427,MPO,DGPT,0,0,0,307.468,0,1,0,0
1543,Jeffrey Norvell,122880,MPO,DGPT,0,0,0,307.468,0,1,0,0
1544,Andrew Winjum,127424,MPO,DGPT,0,0,0,307.468,0,1,0,0
1545,Dawson Mills,137240,MPO,DGPT,0,0,0,307.468,0,1,0,0
1546,Gannon Olson,137353,MPO,DGPT,0,0,0,307.468,0,1,0,0
1547,Ethan Juhl,157094,MPO,DGPT,0,0,0,307.468,0,1,0,0
